naics_bea,Awarding Agency,Transaction Amount,agency_industry_ratio
561,Department of Health and Human Services,18299768264.79,0.07453169096668086
561,Department of Homeland Security,27171171854.91,0.19137137035841495
561,Department of Housing and Urban Development,992393215.84,0.07804683236478419
561,Department of Justice,7752088509.58,0.24406960824298005
561,Department of Labor,23947750.0,0.003351666053113508
561,Department of State,24420675018.38,0.2952636535411049
561,Department of Transportation,336715701.47,0.009352849786562305
561,Department of Veterans Affairs,2682391620.8,0.00716903414838118
561,Department of the Interior,870652221.34,0.03553419052363547
561,Department of the Treasury,1021847824.0,0.022427634369362563
561,Export-Import Bank of the United States,7500000.0,0.2488410064231836
561,Federal Communications Commission,28727498.0,0.041630302880774746
561,General Services Administration,2574856732.5,0.022910184646106065
561,Government Accountability Office,79499927.51,0.3439060526776932
561,National Aeronautics and Space Administration,2690743975.25,0.01801517204193379
561,National Archives and Records Administration,179125062.57,0.3276445192859175
561,National Science Foundation,3799516659.38,0.7780108429726627
561,Office of Personnel Management,2377003583.19,0.609282306137266
561,Securities and Exchange Commission,21073797.48,0.01657618351405548
561,Small Business Administration,93590837.29,0.028908511208767234
561,Smithsonian Institution,102017000.0,0.06216057716728163
561,Social Security Administration,391971833.46,0.030855035268711747
562,Agency for International Development,69658136.0,0.0014733152838536467
562,Department of Agriculture,385415656.22,0.01400345564131728
562,Department of Defense,27692013306.35,0.0060553100370501515
562,Department of Energy,55342320863.82,0.10306315269696135
562,Department of Health and Human Services,125202968.45,0.0005099293508858856
562,Department of Homeland Security,119025583.2,0.000838318239872948
562,Department of State,459340875.96,0.005553763978868025
562,Department of Transportation,61521924.34,0.0017088758095337513
562,Department of the Interior,73124352.88,0.002984446169741936
562,Environmental Protection Agency,2288153226.72,0.7551147922347218
562,General Services Administration,39478742.0,0.00035126819189579224
562,National Aeronautics and Space Administration,35397288.0,0.00023699327732532786
562,Nuclear Regulatory Commission,17888000.0,0.05384556674599609
61,Agency for International Development,983926717.28,0.020810695691894053
61,Consumer Financial Protection Bureau,10213206.12,0.06449406843317713
61,Department of Defense,12252512568.31,0.0026792115659195386
61,Department of Education,157342954.0,0.006057129011937336
61,Department of Energy,3438894549.2,0.006404200411201975
61,Department of Health and Human Services,404106041.92,0.0016458518052439202
61,Department of Homeland Security,701710758.64,0.004942273016167803
61,Department of Justice,28230720.98,0.0008888264112942623
61,Department of Labor,4129297335.45,0.5779259305128802
61,Department of State,477768563.61,0.005776568073257642
61,Department of Veterans Affairs,85962631.99,0.00022974611143366063
61,Department of the Interior,379485850.98,0.015488069977003267
61,Department of the Treasury,13104288.0,0.00028761443047788435
61,General Services Administration,509532433.46,0.004533643362135431
61,National Aeronautics and Space Administration,56582850.7,0.0003788356675178822
61,Office of Personnel Management,920975696.76,0.23606787990838934
621,Agency for International Development,130979935.93,0.002770311589788168
621,Department of Defense,11831686024.07,0.0025871909833420606
621,Department of Health and Human Services,7874375364.29,0.03207092585626478
621,Department of Homeland Security,2776035856.05,0.019552111656177363
621,Department of Justice,7232250.0,0.00022770282125054422
621,Department of Labor,9834345.0,0.0013763898608890842
621,Department of State,10562727.59,0.00012771102916833794
621,Department of Veterans Affairs,59431101241.46,0.15883720742792062
621,Department of the Interior,862201805.0,0.0351893011443062
621,General Services Administration,100172983.16,0.0008913045575621646
622,Department of Defense,320873761.72,7.016427763753861e-05
622,Department of Health and Human Services,174164106.69,0.0007093393309402148
622,Department of Justice,229530728.32999998,0.007226629942885438
622,Department of State,590926009.72,0.0071447235783234355
623,Department of Defense,37088322.07,8.109966090342785e-06
623,Department of Justice,155518907.14000002,0.004896414520181051
623,Department of Veterans Affairs,98579056.99,0.0002634651183654355
624,Agency for International Development,188679407.82999998,0.003990693281031729
624,Department of Defense,1003807564.49,0.0002194988841468362
624,Department of Health and Human Services,9814046303.52,0.03997085950175791
624,Department of Homeland Security,247199865.03,0.001741072382737797
624,Department of Labor,345659977.26,0.04837768941559559
624,Department of Veterans Affairs,136509441.3,0.0003648389141494056
624,Department of the Interior,2655459560.55,0.10837806834876777
624,Department of the Treasury,14794670.51,0.0003247151415507352
624,General Services Administration,3641544937.55,0.03240120736168504
624,Social Security Administration,7652901.0,0.0006024170874182369
71,Department of Homeland Security,19829723.0,0.00013966424726182826
71,Smithsonian Institution,48026616.0,0.029263379338261293
711,Department of Defense,178650359.54,3.90648127775209e-05
713,Department of Defense,6975598.32,1.525328261771431e-06
713,Department of Health and Human Services,13359981.739999998,5.441282184332654e-05
713,Department of State,33493649.0,0.0004049624822704599
721,Department of Commerce,13951251.59,0.0007065652518701756
721,Department of Defense,171127396.46,3.7419794289961686e-05
721,Department of State,221432327.15,0.002677277261058912
722,Department of Agriculture,50105837.510000005,0.0018205147134495836
722,Department of Defense,7846778128.93,0.0017158259255826644
722,Department of Homeland Security,113055290.89,0.0007962684149001416
81,Agency for International Development,92394753.18,0.001954209656255794
81,Department of Agriculture,44941184.87,0.0016328653977565816
81,Department of Commerce,17561317.0,0.0008893980793931762
81,Department of Defense,18199850941.01,0.00397969403151498
81,Department of Health and Human Services,799413114.08,0.003255866976630607
81,Department of Homeland Security,4985822388.55,0.03511602914866771
81,Department of State,20689950.0,0.00025015648519072085
81,Department of Transportation,258275909.24,0.007174051498233267
81,Department of Veterans Affairs,209418755.91,0.000559698367974522
81,Department of the Interior,22214430.0,0.0009066442014919115
81,Export-Import Bank of the United States,13125243.0,0.4354798236891794
81,General Services Administration,153882604.81,0.0013691941945825792
